sentence,label
"['poignant', 'compelling', 'story', 'relationships', 'food', 'love', 'takes', 'us', 'bumpy', 'satisfying', 'journey', 'heart']",1
"['movie', 'successfully', 'crushes', 'best', 'selling', 'novel', 'timeframe', 'mandates', 'avoid', 'godzilla', 'sized', 'soda']",1
"['vivid', 'lead', 'performances', 'sustain', 'interest', 'empathy', 'journey', 'far', 'interesting', 'final', 'destination']",1
"['lapaglia', 'ability', 'convey', 'grief', 'hope', 'works', 'weaver', 'sensitive', 'reactions', 'make', 'two', 'actor', 'master', 'class']",1
"['villeneuve', 'spends', 'much', 'time', 'wallowing', 'bibi', 'generic', 'angst', 'lot', 'shots', 'gazing', 'windows']",0
"['care', 'deftly', 'captures', 'wonder', 'menace', 'growing', 'never', 'really', 'embraces', 'joy', 'fuhrman', 'destructive', 'escapism', 'grace', 'rebellion', 'found', 'characters']",0
"['egotistical', 'endeavor', 'daughter', 'horror', 'director', 'dario', 'argento', 'producer', 'raw', 'performance', 'utter', 'fearlessness', 'make', 'strangely', 'magnetic']",1
"['looking', 'thrilling', 'sci', 'fi', 'cinematic', 'ride', 'nt', 'settle', 'imposter']",0
"['plays', 'like', 'volatile', 'overlong', 'magazine', 'fashion', 'spread']",0
"['far', 'beneath', 'surface', 'reconfigured', 'tale', 'asks', 'disturbing', 'questions', 'things', 'expect', 'military', 'epics']",1
"['michael', 'gerbosi', 'script', 'economically', 'packed', 'telling', 'scenes']",1
"['moretti', 'compelling', 'anatomy', 'grief', 'difficult', 'process', 'adapting', 'loss']",0
"['refreshingly', 'incisive', 'grant', 'first', 'time', 'probably', 'appeal', 'guys', 'girlfriends', 'drag', 'movie', 'hugh', 'factor']",1
"['comes', 'like', 'rejected', 'abc', 'afterschool', 'special', 'freshened', 'dunce', 'screenwriting', 'class']",0
"['moments', 'swaggering', 'camaraderie', 'often', 'feels', 'generic', 'derivative', 'done', 'death']",0
"['romantic', 'comedy', 'enriched', 'sharp', 'eye', 'manners', 'mores']",1
"['fly', 'wall', 'method', 'used', 'document', 'rural', 'french', 'school', 'life', 'refreshing', 'departure', 'prevalent', 'technique', 'docu', 'makers', 'visible', 'part', 'work']",1
"['rare', 'birds', 'enough', 'charm', 'make', 'memorable']",1
"['bit', 'disappointing', 'manages', 'decent', 'instead', 'dead', 'brilliant']",0
"['excitement', 'eating', 'oatmeal']",0
"['haunts', 'horrifies', 'startles', 'fascinates', 'impossible', 'look', 'away']",1
"['close', 'two', 'hours', 'audience', 'forced', 'endure', 'three', 'terminally', 'depressed', 'mostly', 'inarticulate', 'hyper', 'dysfunctional', 'families', 'price', 'one']",0
"['superbly', 'acted', 'funnygritty', 'fable', 'humanizing', 'one', 'woman', 'hands', 'unseen', 'forces', 'fate']",1
"['much', 'anyone', 'florid', 'overplotted', 'anne', 'rice', 'rock', 'roll', 'vampire', 'novel', 'built', 'silliness', 'whole', 'affair', 'defeats']",0
"['anyone', 'unfamiliar', 'pentacostal', 'practices', 'general', 'theatrical', 'phenomenon', 'hell', 'houses', 'particular', 'eye', 'opener']",1
"['mostly', 'martha', 'bright', 'light', 'modern', 'day', 'family', 'parable', 'wears', 'heart', 'sleeve', 'see']",1
"['loved', 'every', 'minute', 'film']",1
"['quiet', 'pure', 'elliptical', 'film']",1
"['disappointment', 'love', 'alternate', 'versions', 'bard', 'particularly', 'ones', 'involve', 'deep', 'fryers', 'hamburgers']",0
"['simple', 'gritty', 'well', 'acted', 'ensemble', 'drama', 'encompasses', 'potent', 'metaphor', 'country', 'still', 'dealing', 'fascist', 'past']",1
"['mediocre', 'despite', 'dynamic', 'duo', 'marquee', 'ca', 'nt', 'get', 'satisfaction']",0
"['see', 'film']",0
"['binoche', 'makes', 'interesting', 'trying', 'find']",1
"['compelling', 'wiseman', 'epic', 'recent', 'years']",1
"['emotional', 'pulse', 'solaris']",0
"['chuckle', 'least', 'complete', 'misses', 'many', 'coming', 'amazingly', 'lifelike', 'tara', 'reid', 'whose', 'acting', 'skills', 'comparable', 'cardboard', 'cutout']",0
"['although', 'huppert', 'intensity', 'focus', 'raw', 'exhilaration', 'piano', 'teacher', 'anything', 'fun']",0
"['opening', 'scenes', 'clear', 'benjamins', 'totally', 'formulaic', 'movie']",0
"['heels', 'ring', 'comes', 'similarly', 'morose', 'humorless', 'horror', 'movie', 'although', 'flawed', 'commended', 'straight', 'ahead', 'approach', 'creepiness']",1
"['film', 'based', 'truth', 'yet', 'something', 'feels', 'incomplete', 'real', 'story', 'starts', 'around', 'corner']",0
"['always', 'dreamed', 'attending', 'cannes', 'seeing', 'film', 'big', 'deal']",0
"['coarse', 'stupid', 'gross']",0
"['nothing', 'scary', 'except', 'awful', 'acting', 'lame', 'special', 'effects']",0
"['nothing', 'waking', 'reno', 'ever', 'inspired', 'think', 'inhabitants', 'anything', 'markers', 'screenplay']",0
"['yet', 'another', 'studio', 'horror', 'franchise', 'mucking', 'storyline', 'glitches', 'casual', 'fans', 'could', 'correct', 'sleep']",0
"['unassuming', 'pure', 'heart', 'ca', 'nt', 'help', 'warmly', 'extend', 'arms', 'yell', 'safe']",1
"['treats', 'women', 'like', 'idiots']",0
"['plot', 'holes', 'large', 'obvious', 'marching', 'band', 'might', 'well', 'stomping', 'clown', 'clothes', 'playing', 'college', 'football', 'fight', 'song', 'untuned', 'instruments']",0
"['long', 'convoluted', 'ends', 'muddle']",0
"['one', 'best', 'films', 'year', 'exploration', 'obstacles', 'happiness', 'faced', 'five', 'contemporary', 'individuals', 'psychological', 'masterpiece']",1
"['although', 'german', 'cooking', 'come', 'readily', 'mind', 'considering', 'world', 'best', 'cuisine', 'mostly', 'martha', 'could', 'make', 'deutchland', 'popular', 'destination', 'hungry', 'tourists']",1
"['first', 'men', 'black', 'money', 'second', 'small', 'change']",0
"['nt', 'fooled', 'impressive', 'cast', 'list', 'eye', 'see', 'pure', 'junk']",0
"['another', 'one', 'estrogen', 'overdose', 'movies', 'like', 'divine', 'secrets', 'ya', 'ya', 'sisterhood', 'except', 'writing', 'acting', 'character', 'development', 'lot', 'better']",1
"['scorsese', 'nt', 'give', 'us', 'character', 'worth', 'giving', 'damn']",0
"['rabbit', 'proof', 'fence', 'noyce', 'tailored', 'epic', 'tale', 'lean', 'economical', 'movie']",1
"['plot', 'convolutions', 'ultimately', 'add', 'nothing', 'jerking', 'audience', 'chain']",0
"['wonderfully', 'fresh', 'moments', 'smooth', 'moral', 'stiffness', 'human', 'kindness', 'hopefulness']",1
"['little', 'play', 'innocuous', 'game', 'fill', 'blanks', 'tragic', 'past']",0
"['feature', 'debuter', 'dj', 'caruso', 'directs', 'crack', 'ensemble', 'cast', 'bringing', 'screenwriter', 'tony', 'gayton', 'narcotics', 'noir', 'life']",1
"['nothing', 'new', 'old', 'story', 'except', 'show', 'fisticuffs', 'sort', 'stop', 'go', 'slow', 'motion', 'makes', 'gang', 'rumbles', 'look', 'like', 'streamed', '28k', 'modem']",0
"['one', 'energetic', 'surprises', 'original', 'pleases', 'almost', 'everyone', 'sees']",1
"['seldahl', 'barbara', 'precise', 'moving', 'portrait', 'someone', 'whose', 'world', 'turned', 'upside', 'first', 'passion', 'illness']",1
"['passable', 'entertainment', 'kind', 'motion', 'picture', 'wo', 'nt', 'make', 'much', 'splash', 'released', 'remembered', 'long', 'afterwards']",0
"['film', 'tone', 'pacing', 'almost', 'get', 'go']",0
"['lovely', 'poignant']",1
"['broad', 'melodramatic', 'estrogen', 'opera', 'pretty', 'toxic', 'right']",0
"['director', 'ofallon', 'manages', 'put', 'lovely', 'pictures', 'big', 'screen', 'skill', 'telling', 'story', 'also', 'contributed', 'screenplay', 'falls', 'short']",0
"['offers', 'little', 'genuine', 'romance', 'even', 'fewer', 'laughs', 'sad', 'sitcom', 'movie', 'largely', 'devoid', 'charm']",0
"['though', 'minutes', 'long', 'film', 'packed', 'information', 'impressions']",1
"['campy', 'enough']",0
"['every', 'dance', 'becomes', 'seduction', 'backstabbing', 'betrayals', 'celebrated', 'sex', 'currency']",0
"['takes', 'certain', 'kind', 'horror', 'movie', 'qualify', 'worse', 'expected', 'ghost', 'ship', 'somehow', 'manages', 'exactly']",0
"['enjoyed', 'even', 'level', 'one', 'enjoys', 'bad', 'slasher', 'flick', 'primarily', 'dull']",0
"['despite', 'evidence', 'contrary', 'clunker', 'somehow', 'managed', 'pose', 'actual', 'feature', 'movie', 'kind', 'charges', 'full', 'admission', 'gets', 'hyped', 'tv', 'purports', 'amuse', 'small', 'children', 'ostensible', 'adults']",0
['filler'],0
"['hamfisted', 'romantic', 'comedy', 'makes', 'girl', 'hapless', 'facilitator', 'extended', 'cheap', 'shot', 'across', 'mason', 'dixon', 'line']",0
"['one', 'pictures', 'whose', 'promising', 'rather', 'precious', 'premise', 'undercut', 'amateurish', 'execution']",0
"['humor', 'nt', 'sharp', 'effects', 'innovative', 'story', 'imaginative', 'original']",0
"['director', 'uwe', 'boll', 'actors', 'provide', 'scant', 'reason', 'care', 'crude', '70s', 'throwback']",0
"['story', 'nt', 'seen', 'big', 'screen', 'story', 'americans', 'human', 'beings', 'know']",1
"['taste', 'runs', 'difficult', 'films', 'absolutely', 'ca', 'nt', 'miss']",1
"['movie', 'something', 'impostor', 'stretching', 'padding', 'material', 'blur', 'dead', 'ends', 'distracting', 'camera', 'work']",0
"['got', 'headache', 'watching', 'meaningless', 'downer']",0
"['zaidan', 'script', 'barely', 'enough', 'plot', 'string', 'stunts', 'together', 'quite', 'enough', 'characterization', 'keep', 'faces', 'straight']",0
"['terrific', 'bewilderingly', 'underrated', 'campbell', 'scott', 'gives', 'star', 'performance', 'nothing', 'short', 'mesmerizing']",1
"['building', 'slowly', 'subtly', 'film', 'sporting', 'breezy', 'spontaneity', 'realistically', 'drawn', 'characterizations', 'develops', 'significant', 'character', 'study', 'moving', 'wise']",1
"['amped', 'tony', 'hawk', 'style', 'stunts', 'thrashing', 'rap', 'metal', 'ca', 'nt', 'disguise', 'fact', 'really', 'done']",0
"['director', 'knows', 'apply', 'textural', 'gloss', 'portrait', 'sex', 'war', 'strictly', 'sitcom']",0
"['visually', 'rather', 'stunning', 'ultimately', 'handsome', 'looking', 'bore', 'true', 'creativity', 'would', 'hide', 'treasure', 'planet', 'entirely', 'completely', 'reimagine']",0
"['nonsensical', 'dull', 'cyber', 'horror', 'flick', 'grim', 'hollow', 'exercise', 'flat', 'scares', 'bad', 'acting']",0
"['big', 'fat', 'waste', 'time']",0
"['professionally', 'speaking', 'tempting', 'jump', 'ship', 'january', 'avoid', 'ridiculous', 'schlock', 'like', 'shoddy', 'suspense', 'thriller']",0
"['fancy', 'real', 'downer']",0
"['instead', 'shows', 'respect', 'due']",1
"['first', 'time', 'writer', 'director', 'serry', 'shows', 'remarkable', 'gift', 'storytelling', 'moving', 'effective', 'little', 'film']",1
"['vera', 'technical', 'prowess', 'ends', 'selling', 'film', 'short', 'smoothes', 'hard', 'truths', 'even', 'uncovers']",0
"['puts', 'human', 'face', 'land', 'westerners', 'unfamiliar']",1
"['makes', 'pretty', 'unpleasant', 'viewing', 'experience']",0
"['ahhhh', 'revenge', 'sweet']",1
"['highbrow', 'self', 'appointed', 'guardians', 'culture', 'need', 'apply', 'loved', 'cool', 'ice', 'last', 'found', 'worthy', 'follow']",1
"['nine', 'queens', 'frighteningly', 'capable', 'debut', 'genre', 'piece', 'also', 'snapshot', 'dangerous', 'political', 'situation', 'verge', 'coming', 'head']",1
"['like', 'could', 'nt', 'smell', 'turkey', 'rotting', 'miles', 'away']",0
"['performances', 'take', 'movie', 'higher', 'level']",1
"['davis', 'enamored', 'creation', 'ca', 'nt', 'see', 'insufferable', 'character']",0
"['takes', 'beauty', 'baseball', 'melds', 'story', 'could', 'touch', 'anyone', 'regardless', 'familiarity', 'sport']",1
"['odds', 'heaven', 'hell', 'creeped', 'fine']",1
"['latest', 'bid', 'tv', 'movie', 'franchise', 'game', 'spy', 'makes', 'big', 'screen', 'entry', 'little', 'nervy', 'originality', 'groundbreaking', 'small', 'screen', 'progenitor']",0
"['really', 'one', 'good', 'idea', 'movie', 'director', 'runs', 'presents', 'unforgettable', 'visual', 'panache']",1
"['inept', 'surreal', 'dubbing', 'featuring', 'voices', 'glenn', 'close', 'regis', 'philbin', 'breckin', 'meyer', 'brings', 'back', 'memories', 'cheesy', 'old', 'godzilla', 'flicks']",0
"['without', 'non', 'stop', 'techno', 'existential', 'overtones', 'kieslowski', 'morality', 'tale', 'maelström', 'another', 'winter', 'sleepers']",0
"['unclassifiably', 'awful', 'study', 'self', 'audience', 'abuse']",0
"['moviegoing', 'equivalent', 'going', 'dinner', 'party', 'forced', 'watch', 'host', 'hostess', 'home', 'video', 'baby', 'birth']",0
"['kinnear', 'nt', 'aim', 'sympathy', 'rather', 'delivers', 'performance', 'striking', 'skill', 'depth']",1
"['films', 'capture', 'perfectly', 'hopes', 'dreams', 'little', 'boys', 'baseball', 'fields', 'well', 'grown', 'men', 'sit', 'stands']",1
"['amusing', 'needs']",1
"['challenging', 'intermittently', 'engrossing', 'unflaggingly', 'creative']",1
"['part', 'stevens', 'glides', 'solid', 'performances', 'witty', 'dialogue']",1
"['flick', 'cool', 'crowd', 'pleasing', 'documentary', 'get']",1
"['nervous', 'breakdowns', 'entertaining']",0
"['writer', 'director', 'mehta', 'effort', 'tons', 'charm', 'whimsy', 'mixture', 'intoxicating', 'masala', 'cultures', 'film', 'genres']",1
"['excessive', 'profane', 'packed', 'cartoonish', 'violence', 'comic', 'strip', 'characters']",0
"['taut', 'psychological', 'thriller', 'nt', 'waste', 'moment', 'two', 'hour', 'running', 'time']",1
"['burns', 'never', 'really', 'harnesses', 'full', 'effect', 'energetic', 'cast']",0
"['embarrassment', 'vague', 'sense', 'shame']",0
"['still', 'visual', 'treat', 'film', 'almost', 'unsurpassed']",1
"['harris', 'commands', 'screen', 'using', 'frailty', 'suggest', 'ravages', 'life', 'corruption', 'ruthlessness']",1
"['emptying', 'rat', 'traps']",0
"['offers', 'much', 'enjoy', 'lot', 'mull', 'terms', 'love', 'loyalty', 'nature', 'staying', 'friends']",1
"['piquant', 'story', 'needs', 'dramatic', 'meat', 'bones']",0
"['wife', 'actress', 'utterly', 'charming', 'french', 'comedy', 'feels', 'american', 'sensibility', 'style', 'virtually', 'hollywood', 'remake']",1
"['indifferently', 'implausible', 'popcorn', 'programmer', 'movie']",0
"['important', 'movie', 'reminder', 'power', 'film', 'move', 'us', 'make', 'us', 'examine', 'values']",1
"['magic', 'film', 'lies', 'mysterious', 'spring', 'richness', 'performances']",1
"['dumb', 'exploitative', 'violence', 'ironically', 'becomes', 'everything', 'rather', 'clumsy', 'original', 'railing']",0
"['jabs', 'employs', 'short', 'carefully', 'placed', 'dead', 'center']",1
"['locals', 'get', 'kick', 'spotting', 'cleveland', 'sites', 'rest', 'world', 'enjoy', 'fast', 'paced', 'comedy', 'quirks', 'might', 'make', 'award', 'winning', 'coen', 'brothers', 'envious']",1
"['words', 'frankly', 'dear', 'nt', 'give', 'damn', 'never', 'appropriate']",0
"['longer', 'movie', 'goes', 'worse', 'gets', 'actually', 'pretty', 'good', 'first', 'minutes']",0
"['much', 'humor', 'falls', 'flat']",0
"['proof', 'epicenter', 'cool', 'beautiful', 'thought', 'provoking', 'foreign', 'cinema', 'smack', 'dab', 'middle', 'dubya', 'axis', 'evil']",1
"['film', 'ideas', 'stretched', 'point', 'evaporation', 'whole', 'central', 'section', 'one', 'big', 'chase', 'seems', 'goal', 'urgency']",0
"['slow', 'long', 'little', 'happens']",0
"['due', 'script', 'weaknesses', 'casting', 'director', 'brother', 'film', 'trails', 'inconsequentiality']",0
['bad'],0
"['lackluster', 'unessential', 'sequel', 'classic', 'disney', 'adaptation', 'jm', 'barrie', 'peter', 'pan']",0
"['science', 'fiction', 'pastiche', 'lacking', 'originality', 'stripped', 'away', 'inspirations', 'would', 'precious', 'little', 'left']",0
"['birthday', 'girl', 'amusing', 'joy', 'ride', 'surprisingly', 'violent', 'moments']",1
"['much', 'facile', 'technique', 'cute', 'ideas', 'little', 'movie']",1
"['expect', 'old', 'lame', 'old', 'slasher', 'nonsense', 'different', 'scenery']",0
"['smart', 'witty', 'follow']",1
"['chabrol', 'taken', 'promising', 'material', 'black', 'comedy', 'turned', 'instead', 'somber', 'chamber', 'drama']",0
"['like', 'mike', 'winner', 'kids', 'doubt', 'winner', 'lil', 'bow', 'wow', 'add', 'movies', 'list', 'things', 'well']",1
"['another', 'video', 'movie', 'photographed', 'like', 'film', 'bad', 'lighting', 'often', 'written', 'indie', 'film', 'naturalism']",0
"['enough', 'justify', 'almost', 'two', 'hours']",0
"['grip', 'even', 'viewers', 'nt', 'interested', 'rap', 'cuts', 'heart', 'american', 'society', 'unnerving', 'way']",1
"['film', 'beautifully', 'mounted', 'point', 'issues', 'subtly', 'presented', 'managing', 'walk', 'fine', 'line', 'regard', 'question', 'joan', 'madness']",1
"['nearly', 'moved', 'tears', 'couple', 'scenes', 'got', 'ice', 'water', 'veins']",1
"['richard', 'gere', 'diane', 'lane', 'put', 'fine', 'performances', 'french', 'actor', 'oliver', 'martinez']",1
"['good', 'film', 'glum']",1
"['plot', 'holes', 'big', 'enough', 'shamu', 'killer', 'whale', 'swim']",0
"['preaches', 'two', 'completely', 'different', 'choirs', 'time', 'pretty', 'amazing', 'accomplishment']",1
"['verbinski', 'implements', 'every', 'hack', 'artist', 'trick', 'give', 'us', 'ooky', 'spookies']",0
"['two', 'hours', 'fly', 'opera', 'pleasure', 'nt', 'endure', 'intermissions', 'even', 'novice', 'form', 'comes', 'away', 'exhilarated']",1
"['watchable', 'movie', 'quite', 'memorable', 'experience', 'might']",0
"['drops', 'dizzying', 'volatile', 'pressure', 'cooker', 'situation', 'quickly', 'snowballs', 'control', 'focusing', 'much']",1
"['atom', 'egoyan', 'conjured', 'multilayered', 'work', 'tackles', 'number', 'fascinating', 'issues']",1
"['slick', 'piece', 'cross', 'promotion']",1
"['well', 'nigh', 'unendurable', 'though', 'picture', 'strains', 'become', 'cinematic', 'poetry', 'remains', 'depressingly', 'prosaic', 'dull']",0
"['majidi', 'unconventional', 'storyteller', 'capable', 'finding', 'beauty', 'depressing', 'places']",1
"['movie', 'nt', 'hilarious', 'witty', 'inventive', 'hindsight', 'nt', 'even', 'dumb']",1
"['filmmakers', 'deftly', 'change', 'moods', 'treasures', 'even', 'marvels']",1
"['vitality', 'actors', 'keeps', 'intensity', 'film', 'high', 'even', 'strafings', 'blend', 'together']",1
"['shapeless', 'blob', 'desperate', 'entertainment']",0
"['end', 'movie', 'collapses', 'shaky', 'foundation', 'despite', 'best', 'efforts', 'director', 'joe', 'carnahan']",0
"['true', 'tale', 'courage', 'complicity', 'auschwitz', 'harrowing', 'drama', 'tries', 'tell', 'unspeakable']",1
"['study', 'shades', 'gray', 'offering', 'subtle', 'plot', 'maneuvers']",1
"['screen', 'fantasy', 'adventure', 'recent', 'memory', 'showmanship', 'clones', 'last', 'minutes']",1
"['romantic', 'emotional', 'ultimately', 'satisfying', 'teary', 'eyed', 'original']",1
"['shameless', 'sham', 'calculated', 'cash', 'popularity', 'stars']",0
"['ever', 'entertained', 'notion', 'title', 'film', 'implies', 'sex', 'strangers', 'actually', 'shows', 'may', 'put', 'idea', 'forever']",0
"['year', 'old', 'benigni', 'appears', 'title', 'character', 'find', 'longing', 'block', 'wood', 'come', 'back']",0
"['stultifyingly', 'dumbfoundingly', 'mind', 'numbingly', 'bad']",0
"['effectively', 'creepy', 'fear', 'inducing', 'fear', 'reducing', 'film', 'japanese', 'director', 'hideo', 'nakata', 'takes', 'superstitious', 'curse', 'chain', 'letters', 'actually', 'applies']",1
"['sustains', 'dreamlike', 'glide', 'succession', 'cheesy', 'coincidences', 'voluptuous', 'cheap', 'effects', 'least', 'rebecca', 'romijn', 'stamos']",0
"['unnecessary', 'clumsy', 'last', 'scene', 'swimfan', 'left', 'bad', 'feeling']",0
"['aspirations', 'social', 'import', 'inform', 'movie', 'version']",0
"['sit', 'one', 'wo', 'nt', 'need', 'magic', 'watch', 'stop', 'time', 'dvd', 'player']",0
"['first', 'time', 'years', 'de', 'niro', 'digs', 'deep', 'emotionally', 'perhaps', 'stirred', 'powerful', 'work', 'co', 'stars']",1
"['since', 'tom', 'cruise', 'risky', 'business', 'actor', 'made', 'strong', 'impression', 'underwear']",1
"['interesting', 'story', 'pertinent', 'cinematically', 'unique', 'message', 'told', 'fairly', 'well', 'scored', 'perfection', 'found', 'struggling', 'put', 'finger', 'elusive', 'missing', 'thing']",1
"['routine', 'harmless', 'diversion', 'little', 'else']",1
"['time', 'really', 'ripe', 'warmed', 'james', 'bond', 'adventure', 'village', 'idiot', 'clone']",0
"['even', 'finest', 'chef', 'ca', 'nt', 'make', 'hotdog', 'anything', 'hotdog', 'robert', 'de', 'niro', 'ca', 'nt', 'make', 'movie', 'anything', 'trashy', 'cop', 'buddy', 'comedy']",0
"['reality', 'new', 'live', 'action', 'pinocchio', 'directed', 'cowrote', 'starred', 'borders', 'grotesque']",0
"['samira', 'makhmalbaf', 'new', 'film', 'blackboards', 'much', 'like', 'ethos', 'stream', 'consciousness', 'although', 'unfortunate', 'viewer', 'thoughts', 'reflections', 'coming', 'torpid', 'banal']",0
"['bloated', 'gasbag', 'thesis', 'grotesquely', 'impressed', 'gargantuan', 'aura', 'self', 'importance']",0
"['every', 'time', 'look', 'sweet', 'home', 'alabama', 'taking', 'another', 'bummer', 'wrong', 'turn']",0
"['spell', 'cliché']",0
"['telegraphing', 'obvious', 'simplistic', 'movie']",0
"['director', 'photography', 'benoit', 'delhomme', 'shot', 'movie', 'delicious', 'colors', 'costumes', 'sets', 'grand']",1
"['thought', 'watch', 'stopped', 'keeping', 'time', 'slogged', 'way', 'clockstoppers']",0
"['less', 'dizzying', 'dizzy', 'jaunt', 'practically', 'begins']",0
"['overall', 'film', 'feels', 'like', 'low', 'budget', 'tv', 'pilot', 'could', 'find', 'buyer', 'play', 'tube']",0
"['called', 'gutterball']",0
"['corpus', 'collosum', 'undeniably', 'interesting', 'wore', 'welcome', 'well', 'end', 'credits', 'rolled', 'minutes']",0
"['utterly', 'charming', 'hilarious', 'film', 'reminded', 'best', 'disney', 'comedies', '60s']",1
"['much', 'falseness', 'second', 'half', 'began', 'intriguing', 'look', 'youth', 'fizzles', 'dull', 'ridiculous', 'attempt', 'heart', 'tugging']",0
"['wince', 'inducing', 'dialogue', 'thrift', 'shop', 'costumes', 'prosthetic', 'makeup', 'silly', 'putty', 'kmart', 'blue', 'light', 'special', 'effects', 'conspire', 'test', 'trekkie', 'loyalty']",0
"['rigorously', 'structured', 'exquisitely', 'filmed', 'drama', 'father', 'son', 'connection', 'brief', 'shooting', 'star', 'love']",1
"['human', 'comedy', 'amusing', 'interesting', 'confirming']",1
"['whaley', 'determination', 'immerse', 'sheer', 'unrelenting', 'wretchedness', 'exhausting']",0
"['worth', 'watching', 'dong', 'jie', 'performance', 'way', 'documents', 'culture', 'throes', 'rapid', 'change']",1
"['poignant', 'artfully', 'crafted', 'meditation', 'mortality']",1
"['restrained', 'freak', 'show', 'mercenary', 'obvious', 'cerebral', 'dull', 'pretentious', 'engaging', 'isle', 'defies', 'easy', 'categorization']",0
"['vera', 'three', 'actors', 'mollà', 'gil', 'bardem', 'excel', 'insightful', 'empathetic', 'performances']",1
"['everything', 'nt', 'go', 'movies']",0
"['grant', 'bumbling', 'magic', 'takes', 'film', 'turns', 'another', 'winning', 'star', 'vehicle']",1
"['gets', 'onto', 'screen', 'much', 'novella', 'one', 'could', 'reasonably', 'expect', 'engrossing', 'moving', 'right']",1
"['velocity', 'represents', 'everything', 'wrong', 'independent', 'film', 'commodified', 'sold', 'concept', 'american', 'filmmaking', 'scene']",0
"['taken', 'stylish', 'energetic', 'one', 'shot', 'queen', 'damned', 'said', 'suck']",1
"['piece', 'plays', 'well', 'thanks', 'large', 'measure', 'anspaugh', 'three', 'lead', 'actresses']",1
"['suffocated', 'fussy', 'script', 'uptight', 'characters', 'musty', 'adaptation', 'annoying', 'since', 'packaged', 'sold', 'back', 'us', 'hollywood']",0
"['adults', 'theater']",0
"['like', 'trapped', 'perpetual', 'frat', 'party', 'something', 'gross', 'boring']",0
"['man', 'elysian', 'fields', 'cold', 'bliss', 'less', 'work', 'groans', 'along', 'thinking', 'important', 'comment', 'life', 'throws', 'us', 'beguiling', 'curves']",0
"['nt', 'even', 'madonna', 'swept', 'away']",0
"['experience', 'going', 'film', 'festival', 'rewarding', 'one', 'experiencing', 'sampling', 'one', 'movie']",0
"['american', 'chai', 'encourages', 'rueful', 'laughter', 'stereotypes', 'indian', 'american', 'would', 'recognize']",0
"['big', 'fat', 'greek', 'wedding', 'uses', 'stereotypes', 'delightful', 'blend', 'sweet', 'romance', 'lovingly', 'dished', 'humor']",1
"['magnificent', 'drama', 'well', 'worth', 'tracking']",1
"['oscar', 'wilde', 'masterpiece', 'importance', 'earnest', 'may', 'best', 'play', '19th', 'century']",1
"['jose', 'campanella', 'delivers', 'loosely', 'autobiographical', 'story', 'brushed', 'sentimentality', 'brimming', 'gentle', 'humor', 'bittersweet', 'pathos', 'lyric', 'moments', 'linger', 'like', 'snapshots', 'memory']",1
"['still', 'jingles', 'pocket']",1
"['demented', 'kitsch', 'mess', 'although', 'smeary', 'digital', 'video', 'match', 'muddled', 'narrative', 'savvy', 'celebrity', 'guts', 'energy', 'much', 'open', 'year']",1
"['really', 'wonder', 'earth', 'anyone', 'anywhere', 'could', 'thought', 'make', 'audiences', 'guffaw', 'script', 'utterly', 'diabolical']",0
"['one', 'heart']",1
"['made', 'discernible', 'craft', 'monstrously', 'sanctimonious', 'dealing', 'childhood', 'loss']",0
"['people', 'cinema', 'finest']",1
"['surprising', 'full', 'frontal', 'despite', 'overt', 'self', 'awareness', 'parts', 'movie', 'still', 'manage', 'break', 'past', 'artifice', 'thoroughly', 'engage']",1
"['talking', 'slapstick', 'comedy', 'pretty', 'big', 'problem']",0
"['working', 'class', 'us', 'vs', 'opera', 'leaves', 'heartstring', 'untugged', 'liberal', 'cause', 'unplundered']",1
"['nelson', 'brutally', 'unsentimental', 'approach', 'sucks', 'humanity', 'film', 'leaving', 'behind', 'horrific', 'weirdly', 'unemotional', 'spectacle']",0
"['one', 'long', 'string', 'cliches']",0
"['like', 'watching', 'dress', 'rehearsal', 'week', 'show', 'goes', 'everything', 'place', 'something', 'little', 'kilter']",0
"['hard', 'imagine', 'alan', 'arkin', 'better', 'performance']",1
"['film', 'play', 'equally', 'well', 'standard', 'giant', 'screens']",1
"['fun', 'little', 'timewaster', 'helped', 'especially', 'cool', 'presence', 'jean', 'reno']",1
"['something', 'like', 'scrubbing', 'toilet']",0
"['enough', 'melodrama', 'magnolia', 'primavera', 'make', 'pta', 'proud', 'yet', 'director', 'muccino', 'characters', 'less', 'worthy', 'puccini', 'daytime', 'television']",0
"['may', 'far', 'best', 'series', 'assured', 'wonderfully', 'respectful', 'past', 'thrilling', 'enough', 'make', 'abundantly', 'clear', 'movie', 'phenomenon', 'reinvented', 'new', 'generation']",1
"['one', 'thing', 'world', 'needs', 'less', 'movies', 'college', 'written', 'directed', 'people', 'could', 'nt', 'pass', 'entrance', 'exam']",0
"['writerdirector', 'joe', 'carnahan', 'grimy', 'crime', 'drama', 'manual', 'precinct', 'cliches', 'moves', 'fast', 'enough', 'cover', 'clunky', 'dialogue', 'lapses', 'logic']",1
"['result', 'gaudy', 'bag', 'stale', 'candy', 'something', 'halloween', 'died']",0
"['lovely', 'film', 'lovely', 'performances', 'buy', 'accorsi']",1
"['something', 'auspicious', 'daring', 'artistic', 'instinct', 'pushes', 'majority', 'oriented', 'director', 'like', 'steven', 'spielberg', 'follow', 'ai', 'challenging', 'report', 'liable', 'unnerve', 'majority']",1
